2022-10-05 20:25:16,051 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-10-05 20:25:16,082 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-10-05 20:25:16,087 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-10-05 20:25:16,088 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-10-05 20:25:16,089 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-10-05 20:25:16,091 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-10-05 20:25:16,093 INFO  SwAddin.cs: 201 - Setting up command manager
2022-10-05 20:25:16,094 INFO  SwAddin.cs: 204 - Adding command manager
2022-10-05 20:25:16,095 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-10-05 20:25:16,100 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-10-05 20:25:16,100 INFO  SwAddin.cs: 210 - Adding event handlers
2022-10-05 20:25:16,103 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-10-05 20:58:13,144 INFO  SwAddin.cs: 294 - Assembly export called for file User Library-IRB120_3-58_IRC5_rev0.SLDASM
2022-10-05 20:58:13,159 INFO  SwAddin.cs: 299 - Save is required
2022-10-05 20:58:13,161 INFO  SwAddin.cs: 313 - Saving assembly
2022-10-05 20:58:18,210 INFO  SwAddin.cs: 316 - Opening property manager
2022-10-05 20:58:18,285 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from User Library-IRB120_3-58_IRC5_rev0.SLDASM
2022-10-05 20:58:18,304 INFO  ExportHelperExtension.cs: 1136 - Found 58 in User Library-IRB120_3-58_IRC5_rev0.SLDASM
2022-10-05 20:58:18,307 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in User Library-IRB120_3-58_IRC5_rev0.SLDASM
2022-10-05 20:58:18,309 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-05 20:58:18,314 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2022-10-05 20:58:18,319 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from User Library-IRB120_3-58_IRC5_rev0_IRB120_Link6_rev0-1
2022-10-05 20:58:18,321 INFO  ExportHelperExtension.cs: 1136 - Found 24 in User Library-IRB120_3-58_IRC5_rev0_IRB120_Link6_rev0-1
2022-10-05 20:58:18,326 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in User Library-IRB120_3-58_IRC5_rev0_IRB120_Link6_rev0-1
2022-10-05 20:58:18,336 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ATI-Sensor Cage.stp-1
2022-10-05 20:58:18,338 INFO  ExportHelperExtension.cs: 1136 - Found 28 in ATI-Sensor Cage.stp-1
2022-10-05 20:58:18,340 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ATI-Sensor Cage.stp-1
2022-10-05 20:58:18,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from User Library-IRB120_3-58_IRC5_rev0_IRB120_Base_rev0-1
2022-10-05 20:58:18,343 INFO  ExportHelperExtension.cs: 1136 - Found 30 in User Library-IRB120_3-58_IRC5_rev0_IRB120_Base_rev0-1
2022-10-05 20:58:18,345 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in User Library-IRB120_3-58_IRC5_rev0_IRB120_Base_rev0-1
2022-10-05 20:58:18,348 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from User Library-IRB120_3-58_IRC5_rev0_IRB120_Link2_rev0-1
2022-10-05 20:58:18,349 INFO  ExportHelperExtension.cs: 1136 - Found 33 in User Library-IRB120_3-58_IRC5_rev0_IRB120_Link2_rev0-1
